"subjects"	"S"	"instruction"	"R"	"rt"
"217"	"1"	"left"	"accuracy"	"left"	0.951431643638678
"361"	"1"	"left"	"accuracy"	"right"	1.18521441301158
"5089"	"1"	"left"	"speed"	"left"	0.704360419677648
"997"	"1"	"right"	"accuracy"	"right"	2.39216636206388
"2773"	"1"	"right"	"accuracy"	"right"	0.971467814525793
"2857"	"1"	"left"	"accuracy"	"left"	0.933135059899917
"4837"	"1"	"right"	"accuracy"	"right"	1.66734494777821
"5401"	"1"	"left"	"accuracy"	"right"	1.65594978683431
"170"	"2"	"left"	"accuracy"	"left"	0.5237031468195
"4826"	"2"	"left"	"accuracy"	"right"	0.563167135545267
"98"	"2"	"left"	"speed"	"left"	0.712145399544629
"4706"	"2"	"left"	"speed"	"right"	1.15510283128254
"1298"	"2"	"left"	"speed"	"left"	0.517588022744696
"986"	"2"	"left"	"accuracy"	"left"	0.610567145304986
"1934"	"2"	"right"	"speed"	"right"	0.554363403137309
"5426"	"2"	"left"	"speed"	"left"	0.492120229773668
"806"	"2"	"right"	"accuracy"	"right"	0.860606759884505
"1154"	"2"	"left"	"speed"	"left"	0.514241470733921
"4478"	"2"	"right"	"speed"	"right"	0.73092164351131
"3926"	"2"	"right"	"accuracy"	"right"	0.624698104062607
"4598"	"2"	"right"	"accuracy"	"left"	0.669514411560037
"2486"	"2"	"right"	"accuracy"	"right"	0.482701938232039
"578"	"2"	"left"	"speed"	"left"	0.635894316575798
"2630"	"2"	"right"	"accuracy"	"right"	1.36065434731355
"3422"	"2"	"right"	"speed"	"right"	0.637987673139202
"3314"	"2"	"left"	"speed"	"left"	0.825170434978364
"2906"	"2"	"left"	"accuracy"	"left"	0.732313370881859
"4814"	"2"	"right"	"speed"	"right"	0.469992506183228
"1742"	"2"	"right"	"speed"	"right"	0.737554772516379
"1550"	"2"	"right"	"speed"	"right"	0.534084874103678
"3278"	"2"	"right"	"speed"	"right"	1.2533335985279
"962"	"2"	"left"	"speed"	"right"	0.59230361899122
"590"	"2"	"right"	"speed"	"right"	0.487727990786196
"4094"	"2"	"right"	"speed"	"left"	0.590204225840403
"2954"	"2"	"left"	"accuracy"	"left"	0.986151738819263
"4202"	"2"	"left"	"accuracy"	"left"	0.742723971897668
"4862"	"2"	"right"	"speed"	"right"	0.638415042398537
"5138"	"2"	"left"	"speed"	"left"	0.560735483028069
"5114"	"2"	"left"	"accuracy"	"right"	0.554778313821155
"2714"	"2"	"left"	"accuracy"	"right"	0.535353834657342
"3398"	"2"	"right"	"accuracy"	"right"	0.493007601911113
"506"	"2"	"left"	"accuracy"	"left"	0.67109254238674
"830"	"2"	"right"	"speed"	"right"	0.718243270087522
"1838"	"2"	"right"	"speed"	"right"	0.745686025362447
"4526"	"2"	"right"	"speed"	"right"	0.621389218995118
"3842"	"2"	"left"	"speed"	"left"	0.546101564878406
"4298"	"2"	"left"	"accuracy"	"left"	0.570126779177248
"3134"	"2"	"right"	"speed"	"right"	0.491812457652168
"650"	"2"	"left"	"accuracy"	"right"	0.617006822823734
"134"	"2"	"right"	"accuracy"	"left"	0.652637758833254
"4250"	"2"	"left"	"accuracy"	"left"	0.639702954221182
"1478"	"2"	"right"	"accuracy"	"right"	0.96188375829028
"3566"	"2"	"right"	"speed"	"right"	1.02518631683312
"1022"	"2"	"right"	"speed"	"right"	0.464518640221601
"5078"	"2"	"right"	"accuracy"	"right"	0.640480116837413
"2858"	"2"	"left"	"accuracy"	"left"	0.584545582858984
"4634"	"2"	"left"	"accuracy"	"right"	0.938762203139681
"2402"	"2"	"left"	"speed"	"left"	0.772909745941317
"1814"	"2"	"right"	"accuracy"	"right"	0.468084625877032
"4490"	"2"	"left"	"accuracy"	"left"	0.606047044081831
"2414"	"2"	"right"	"speed"	"left"	0.68381731686399
"662"	"2"	"right"	"accuracy"	"right"	1.02768309212258
"2354"	"2"	"left"	"speed"	"left"	0.684257241253024
"1598"	"2"	"right"	"speed"	"left"	0.491642051974243
"1262"	"2"	"right"	"speed"	"left"	0.639504902183745
"3878"	"2"	"right"	"accuracy"	"right"	0.545733943261154
"2198"	"2"	"right"	"accuracy"	"right"	1.15050491289999
"3302"	"2"	"right"	"accuracy"	"right"	0.80469553957532
"3614"	"2"	"right"	"speed"	"right"	0.542439926769247
"5234"	"2"	"left"	"speed"	"left"	1.22932490801252
"878"	"2"	"right"	"speed"	"right"	0.625650237321484
"326"	"2"	"right"	"accuracy"	"left"	0.520469165807896
"602"	"2"	"left"	"accuracy"	"right"	0.696682690063354
"4286"	"2"	"right"	"speed"	"right"	0.505666860741519
"3194"	"2"	"left"	"accuracy"	"left"	0.764922261855153
"3446"	"2"	"right"	"accuracy"	"left"	0.904290962712121
"2150"	"2"	"right"	"accuracy"	"left"	0.498459298559297
"1130"	"2"	"left"	"accuracy"	"left"	0.833180902670702
"4214"	"2"	"right"	"accuracy"	"left"	0.86029231407681
"3110"	"2"	"right"	"accuracy"	"right"	0.776219923694305
"4802"	"2"	"left"	"speed"	"left"	0.527282190808994
"4118"	"2"	"right"	"accuracy"	"right"	0.799168149008138
"2498"	"2"	"left"	"speed"	"left"	0.522418691734966
"5054"	"2"	"right"	"speed"	"left"	0.834184610624826
"3074"	"2"	"left"	"speed"	"left"	0.586010266694816
"1970"	"2"	"left"	"speed"	"right"	0.80218615639018
"3158"	"2"	"right"	"accuracy"	"right"	0.885581984152002
"2846"	"2"	"right"	"speed"	"right"	0.48442956509988
"926"	"2"	"right"	"speed"	"left"	0.474617238984394
"3542"	"2"	"right"	"accuracy"	"right"	0.464483203999641
"4718"	"2"	"right"	"speed"	"right"	0.501402026945471
"5270"	"2"	"right"	"accuracy"	"right"	0.586398403696488
"2246"	"2"	"right"	"accuracy"	"left"	0.688184142798828
"1910"	"2"	"right"	"accuracy"	"right"	0.572669852208584
"1250"	"2"	"left"	"speed"	"right"	0.471166015705132
"1406"	"2"	"right"	"speed"	"left"	0.457049444149147
"3734"	"2"	"right"	"accuracy"	"right"	0.902744282543486
"1646"	"2"	"right"	"speed"	"left"	0.515288643558942
"4310"	"2"	"right"	"accuracy"	"left"	1.15616300176834
"3230"	"2"	"right"	"speed"	"right"	0.52829194932817
"638"	"2"	"right"	"speed"	"right"	0.577566660864798
"1958"	"2"	"right"	"accuracy"	"left"	0.641102050471424
"1562"	"2"	"left"	"accuracy"	"left"	0.541203559546416
"4970"	"2"	"left"	"accuracy"	"left"	0.922950723915937
"3290"	"2"	"left"	"accuracy"	"left"	1.48666815105616
"4646"	"2"	"right"	"accuracy"	"right"	0.761407915674808
"2186"	"2"	"left"	"accuracy"	"left"	0.607301700266744
"4982"	"2"	"right"	"accuracy"	"right"	0.701031419535865
"3242"	"2"	"left"	"accuracy"	"right"	0.703434995878788
"3254"	"2"	"right"	"accuracy"	"right"	0.49132359248859
"3794"	"2"	"left"	"speed"	"left"	0.501987930795258
"3914"	"2"	"left"	"accuracy"	"left"	0.735095262583063
"2006"	"2"	"right"	"accuracy"	"left"	0.670108110317887
"4694"	"2"	"right"	"accuracy"	"right"	0.824145247427656
"1442"	"2"	"left"	"speed"	"left"	0.652014573312213
"2282"	"2"	"left"	"accuracy"	"left"	0.559058745602183
"3170"	"2"	"left"	"speed"	"left"	0.476688434513106
"2678"	"2"	"right"	"accuracy"	"right"	0.74214253758443
"194"	"2"	"left"	"speed"	"right"	0.475588187916651
"3986"	"2"	"left"	"speed"	"left"	0.660088674162112
"1190"	"2"	"right"	"accuracy"	"right"	0.477185477995109
"3998"	"2"	"right"	"speed"	"right"	0.514584120522333
"1706"	"2"	"left"	"accuracy"	"left"	0.641779939896075
"1610"	"2"	"left"	"accuracy"	"left"	1.09460734727704
"1106"	"2"	"left"	"speed"	"left"	0.684151009016158
"1994"	"2"	"left"	"accuracy"	"left"	0.609434839547652
"182"	"2"	"right"	"accuracy"	"right"	0.797620568099108
"1886"	"2"	"right"	"speed"	"right"	0.5555119813477
"26"	"2"	"left"	"accuracy"	"left"	0.753556507064197
"110"	"2"	"right"	"speed"	"right"	0.479511656797563
"2618"	"2"	"left"	"accuracy"	"right"	0.627513511655513
"3650"	"2"	"left"	"speed"	"left"	0.706060540547886
"2090"	"2"	"left"	"accuracy"	"right"	0.515637151360298
"3854"	"2"	"right"	"speed"	"right"	0.503316073030028
"1874"	"2"	"left"	"speed"	"left"	0.460740801490663
"5018"	"2"	"left"	"accuracy"	"left"	0.507491436792202
"2474"	"2"	"left"	"accuracy"	"left"	0.52750322110165
"1334"	"2"	"right"	"accuracy"	"right"	0.45810232871341
"410"	"2"	"left"	"accuracy"	"right"	0.556141776041772
"3026"	"2"	"left"	"speed"	"left"	0.533233703839384
"674"	"2"	"left"	"speed"	"right"	0.501891066531862
"3434"	"2"	"left"	"accuracy"	"left"	0.644095567401119
"5006"	"2"	"right"	"speed"	"right"	0.464333538834565
"2"	"2"	"left"	"speed"	"left"	0.686085563626535
"3494"	"2"	"right"	"accuracy"	"right"	0.635187954860696
"38"	"2"	"right"	"accuracy"	"right"	0.679264003999044
"2762"	"2"	"left"	"accuracy"	"left"	0.61638119182326
"4442"	"2"	"left"	"accuracy"	"left"	0.616232175892732
"2822"	"2"	"right"	"accuracy"	"right"	0.627264848838481
"698"	"2"	"left"	"accuracy"	"right"	0.472978833664428
"3746"	"2"	"left"	"speed"	"left"	0.500130043306763
"4466"	"2"	"left"	"speed"	"left"	0.575152340779013
"4838"	"2"	"right"	"accuracy"	"right"	0.608916705751422
"4430"	"2"	"right"	"speed"	"right"	0.558027542794461
"2294"	"2"	"right"	"accuracy"	"left"	0.699007517827633
"518"	"2"	"right"	"accuracy"	"left"	0.599927186405785
"4274"	"2"	"left"	"speed"	"left"	0.469601195771848
"3638"	"2"	"right"	"accuracy"	"right"	0.781279270242032
"254"	"2"	"right"	"speed"	"right"	0.651151080045238
"734"	"2"	"right"	"speed"	"left"	0.47589151275449
"2366"	"2"	"right"	"speed"	"right"	0.531741001708402
"866"	"2"	"left"	"speed"	"left"	0.664969807659998
"3962"	"2"	"left"	"accuracy"	"left"	0.596584808671537
"2702"	"2"	"right"	"speed"	"right"	0.503611173051051
"5474"	"2"	"left"	"speed"	"left"	0.554676012544159
"86"	"2"	"right"	"accuracy"	"right"	0.693692487202375
"5306"	"2"	"left"	"accuracy"	"left"	0.600672610850926
"2942"	"2"	"right"	"speed"	"right"	0.710202549127843
"770"	"2"	"left"	"speed"	"left"	0.487164712719529
"3806"	"2"	"right"	"speed"	"left"	0.483378188847423
"5162"	"2"	"left"	"accuracy"	"right"	0.922680480741751
"2102"	"2"	"right"	"accuracy"	"right"	0.905165569879614
"374"	"2"	"right"	"accuracy"	"right"	0.986838432559446
"5498"	"2"	"left"	"accuracy"	"left"	1.5371462575722
"4358"	"2"	"right"	"accuracy"	"right"	1.39079094643412
"50"	"2"	"left"	"speed"	"left"	0.557003500605223
"1574"	"2"	"right"	"accuracy"	"left"	0.632187917864579
"1658"	"2"	"left"	"accuracy"	"left"	0.881629233923548
"1802"	"2"	"left"	"accuracy"	"right"	0.727554674633615
"4454"	"2"	"right"	"accuracy"	"left"	0.967102715692682
"2030"	"2"	"right"	"speed"	"right"	0.569527661182642
"4574"	"2"	"right"	"speed"	"left"	0.455736689152181
"2054"	"2"	"right"	"accuracy"	"right"	0.599756638541627
"3122"	"2"	"left"	"speed"	"left"	0.509805213804232
"3602"	"2"	"left"	"speed"	"right"	0.694371228809395
"1382"	"2"	"right"	"accuracy"	"right"	0.866527986037298
"4586"	"2"	"left"	"accuracy"	"right"	0.46872673352177
"3050"	"2"	"left"	"accuracy"	"left"	0.742605606419729
"3938"	"2"	"left"	"speed"	"left"	0.833524509869982
"2318"	"2"	"right"	"speed"	"left"	0.806529054381417
"206"	"2"	"right"	"speed"	"left"	0.536991960880386
"614"	"2"	"right"	"accuracy"	"left"	0.605492240724812
"5186"	"2"	"left"	"speed"	"left"	0.895398461934419
"4922"	"2"	"left"	"accuracy"	"left"	0.652012328252081
"722"	"2"	"left"	"speed"	"left"	0.549132606071842
"4550"	"2"	"right"	"accuracy"	"right"	0.552563126494111
"2234"	"2"	"left"	"accuracy"	"left"	1.16597126494031
"5222"	"2"	"right"	"accuracy"	"left"	0.583197544898614
"4034"	"2"	"left"	"speed"	"right"	0.774655657370484
"710"	"2"	"right"	"accuracy"	"left"	0.636551757308549
"3950"	"2"	"right"	"speed"	"right"	0.625277115813353
"2126"	"2"	"right"	"speed"	"right"	0.803493800143314
"902"	"2"	"right"	"accuracy"	"left"	1.76175919718318
"5030"	"2"	"right"	"accuracy"	"right"	0.760513366378321
"158"	"2"	"right"	"speed"	"right"	0.625226649639348
"1346"	"2"	"left"	"speed"	"left"	0.756875935892416
"2834"	"2"	"left"	"speed"	"right"	0.513679553346744
"4070"	"2"	"right"	"accuracy"	"right"	1.90206199447123
"1754"	"2"	"left"	"accuracy"	"left"	0.616669309247248
"3374"	"2"	"right"	"speed"	"left"	0.540557460361522
"3818"	"2"	"left"	"accuracy"	"left"	0.483569018491886
"4886"	"2"	"right"	"accuracy"	"left"	0.740443477314516
"4754"	"2"	"left"	"speed"	"right"	0.64395744157514
"3146"	"2"	"left"	"accuracy"	"left"	0.6160006014587
"2270"	"2"	"right"	"speed"	"left"	0.621110963576814
"1142"	"2"	"right"	"accuracy"	"right"	0.702860352681125
"4022"	"2"	"right"	"accuracy"	"left"	0.792077754612731
"4538"	"2"	"left"	"accuracy"	"left"	1.57784533837389
"1418"	"2"	"left"	"accuracy"	"right"	0.864929627598552
"4334"	"2"	"right"	"speed"	"right"	0.77069367020023
"350"	"2"	"right"	"speed"	"right"	0.577896189434553
"2438"	"2"	"right"	"accuracy"	"right"	0.580390583278548
"5450"	"2"	"left"	"accuracy"	"left"	0.73969134337639
"2738"	"2"	"left"	"speed"	"left"	0.726305954521449
"758"	"2"	"right"	"accuracy"	"left"	0.533080764548343
"5510"	"2"	"right"	"accuracy"	"left"	0.556097486369916
"2750"	"2"	"right"	"speed"	"right"	0.905827605245556
"1718"	"2"	"right"	"accuracy"	"left"	0.681505813473938
"4058"	"2"	"left"	"accuracy"	"left"	0.526459884780924
"2042"	"2"	"left"	"accuracy"	"left"	0.493616629667136
"290"	"2"	"left"	"speed"	"right"	0.489598236418052
"494"	"2"	"right"	"speed"	"left"	0.606466943093137
"2570"	"2"	"left"	"accuracy"	"left"	0.88856630941807
"122"	"2"	"left"	"accuracy"	"left"	1.06508108308333
"3470"	"2"	"right"	"speed"	"left"	0.61380721725968
"5378"	"2"	"left"	"speed"	"right"	0.626751288070151
"1502"	"2"	"right"	"speed"	"right"	0.583550272592012
"3218"	"2"	"left"	"speed"	"right"	0.628010589324212
"4130"	"2"	"left"	"speed"	"left"	0.505779893244961
"3038"	"2"	"right"	"speed"	"right"	0.559940303486489
"818"	"2"	"left"	"speed"	"left"	0.745660590014488
"2522"	"2"	"left"	"accuracy"	"right"	0.778042518623691
"1322"	"2"	"left"	"accuracy"	"left"	0.653770130048678
"5090"	"2"	"left"	"speed"	"left"	0.594936130478682
"386"	"2"	"left"	"speed"	"left"	1.52534428141808
"2546"	"2"	"left"	"speed"	"right"	0.577713578551147
"2426"	"2"	"left"	"accuracy"	"left"	1.33068582697087
"5174"	"2"	"right"	"accuracy"	"right"	0.64693005437346
"3578"	"2"	"left"	"accuracy"	"left"	1.04013977340978
"1226"	"2"	"left"	"accuracy"	"left"	0.878741486513436
"1850"	"2"	"left"	"accuracy"	"left"	0.47028370772043
"3866"	"2"	"left"	"accuracy"	"left"	1.19393825121346
"230"	"2"	"right"	"accuracy"	"right"	1.00246310559108
"2510"	"2"	"right"	"speed"	"right"	0.572056289441609
"314"	"2"	"left"	"accuracy"	"left"	0.618657195727757
"3770"	"2"	"left"	"accuracy"	"left"	0.647226847386218
"4418"	"2"	"left"	"speed"	"right"	0.64697609072414
"458"	"2"	"left"	"accuracy"	"left"	0.496744379093065
"4730"	"2"	"left"	"accuracy"	"right"	0.978981414074544
"5258"	"2"	"left"	"accuracy"	"left"	0.508032486790492
"3086"	"2"	"right"	"speed"	"left"	0.983992173546214
"5402"	"2"	"left"	"accuracy"	"left"	0.965064650761344
"3902"	"2"	"right"	"speed"	"right"	0.684793854634983
"3506"	"2"	"left"	"speed"	"right"	0.533909906540673
"398"	"2"	"right"	"speed"	"right"	0.593045094771883
"1622"	"2"	"right"	"accuracy"	"right"	1.4768897068014
"470"	"2"	"right"	"accuracy"	"left"	0.52723500223985
"5414"	"2"	"right"	"accuracy"	"right"	0.770542787752858
"1046"	"2"	"right"	"accuracy"	"left"	0.782301901530096
"2606"	"2"	"right"	"speed"	"right"	0.455279561370413
"3182"	"2"	"right"	"speed"	"right"	0.550200456906651
"2666"	"2"	"left"	"accuracy"	"right"	0.521167324779372
"14"	"2"	"right"	"speed"	"right"	0.624853745847818
"2222"	"2"	"right"	"speed"	"right"	0.676612208894299
"530"	"2"	"left"	"speed"	"left"	0.947250237893325
"2642"	"2"	"left"	"speed"	"left"	0.829657633167579
"5150"	"2"	"right"	"speed"	"right"	0.514140384453443
"74"	"2"	"left"	"accuracy"	"left"	0.486336884642343
"2798"	"2"	"right"	"speed"	"right"	0.526082880601654
"2894"	"2"	"right"	"speed"	"right"	0.572473107310337
"2258"	"2"	"left"	"speed"	"left"	0.626317893137297
"782"	"2"	"right"	"speed"	"left"	0.466492287894483
"4766"	"2"	"right"	"speed"	"left"	0.530304666224914
"5246"	"2"	"right"	"speed"	"right"	0.545516916323319
"794"	"2"	"left"	"accuracy"	"left"	0.93929418728899
"3830"	"2"	"right"	"accuracy"	"right"	1.00127324513496
"1454"	"2"	"right"	"speed"	"right"	0.560713163812723
"2390"	"2"	"right"	"accuracy"	"right"	0.617328086614232
"482"	"2"	"left"	"speed"	"right"	0.6507261181804
"4790"	"2"	"right"	"accuracy"	"right"	0.741193504711589
"3518"	"2"	"right"	"speed"	"right"	0.485876292082833
"62"	"2"	"right"	"speed"	"right"	0.69517442704169
"4346"	"2"	"left"	"accuracy"	"right"	0.593393182659846
"2870"	"2"	"right"	"accuracy"	"right"	1.15798640589612
"4658"	"2"	"left"	"speed"	"right"	0.584347519396171
"2078"	"2"	"right"	"speed"	"right"	0.476927823994226
"3710"	"2"	"right"	"speed"	"right"	0.485166046540986
"3014"	"2"	"right"	"accuracy"	"right"	0.696444791743007
"2306"	"2"	"left"	"speed"	"right"	0.669556651878156
"2330"	"2"	"left"	"accuracy"	"left"	0.922645933854372
"3338"	"2"	"left"	"accuracy"	"left"	0.790505702085241
"2162"	"2"	"left"	"speed"	"left"	0.615465159403206
"2990"	"2"	"right"	"speed"	"right"	0.565305994047947
"2690"	"2"	"left"	"speed"	"left"	0.49111271646673
"2066"	"2"	"left"	"speed"	"left"	0.663268105421763
"1778"	"2"	"left"	"speed"	"left"	0.46675930729534
"5102"	"2"	"right"	"speed"	"right"	0.555000844515079
"1082"	"2"	"left"	"accuracy"	"left"	0.625611162101121
"3974"	"2"	"right"	"accuracy"	"right"	1.40341253629623
"2378"	"2"	"left"	"accuracy"	"left"	0.573590979548018
"1094"	"2"	"right"	"accuracy"	"left"	0.61379390076322
"1982"	"2"	"right"	"speed"	"left"	0.616780134398276
"1514"	"2"	"left"	"accuracy"	"right"	0.527614463709036
"5126"	"2"	"right"	"accuracy"	"right"	0.597284374273605
"2450"	"2"	"left"	"speed"	"right"	0.548291785990055
"1118"	"2"	"right"	"speed"	"right"	0.670106015528042
"4670"	"2"	"right"	"speed"	"right"	0.588589573801126
"4370"	"2"	"left"	"speed"	"right"	0.44680347074499
"4382"	"2"	"right"	"speed"	"right"	0.517217275402616
"446"	"2"	"right"	"speed"	"right"	0.550193349091812
"3590"	"2"	"right"	"accuracy"	"right"	0.628496088500882
"4874"	"2"	"left"	"accuracy"	"right"	0.503909489853956
"1274"	"2"	"left"	"accuracy"	"left"	0.729991009575548
"1634"	"2"	"left"	"speed"	"left"	0.930706395063981
"998"	"2"	"right"	"accuracy"	"left"	0.875786407712914
"2462"	"2"	"right"	"speed"	"right"	0.4549695352025
"3206"	"2"	"right"	"accuracy"	"right"	0.508122136608134
"1490"	"2"	"left"	"speed"	"left"	0.496432328695332
"1766"	"2"	"right"	"accuracy"	"right"	0.575839844012021
"1670"	"2"	"right"	"accuracy"	"left"	0.924493287805262
"1358"	"2"	"right"	"speed"	"right"	0.71758963041534
"4934"	"2"	"right"	"accuracy"	"right"	1.18549911939486
"1370"	"2"	"left"	"accuracy"	"left"	0.93891243351562
"4406"	"2"	"right"	"accuracy"	"left"	0.995199864279973
"4142"	"2"	"right"	"speed"	"left"	1.37845978166152
"3386"	"2"	"left"	"accuracy"	"left"	0.660238719650478
"1694"	"2"	"right"	"speed"	"right"	0.986268084320642
"1430"	"2"	"right"	"accuracy"	"left"	0.657530471489783
"3350"	"2"	"right"	"accuracy"	"right"	0.510996925930986
"3062"	"2"	"right"	"accuracy"	"left"	0.810768591154671
"3758"	"2"	"right"	"speed"	"right"	1.15519990711684
"2726"	"2"	"right"	"accuracy"	"right"	0.591012039786347
"218"	"2"	"left"	"accuracy"	"left"	0.641712947810239
"3326"	"2"	"right"	"speed"	"right"	0.544826283247565
"974"	"2"	"right"	"speed"	"left"	0.499320197227725
"4226"	"2"	"left"	"speed"	"left"	0.653332676207511
"3782"	"2"	"right"	"accuracy"	"right"	0.532713545399619
"554"	"2"	"left"	"accuracy"	"left"	0.559274878068934
"746"	"2"	"left"	"accuracy"	"left"	0.659934016242339
"3554"	"2"	"left"	"speed"	"right"	0.476327161729824
"3482"	"2"	"left"	"accuracy"	"left"	0.643262871968267
"5462"	"2"	"right"	"accuracy"	"left"	0.540494273020068
"5366"	"2"	"right"	"accuracy"	"right"	0.552042092982495
"2786"	"2"	"left"	"speed"	"left"	0.596516174161092
"4190"	"2"	"right"	"speed"	"right"	0.514459324775471
"3626"	"2"	"left"	"accuracy"	"left"	0.958530134111798
"4166"	"2"	"right"	"accuracy"	"right"	0.579484761636852
"1010"	"2"	"left"	"speed"	"right"	0.48448486679175
"1826"	"2"	"left"	"speed"	"left"	0.5019415657984
"2594"	"2"	"left"	"speed"	"right"	0.465560867674228
"5318"	"2"	"right"	"accuracy"	"right"	0.827685736417078
"1466"	"2"	"left"	"accuracy"	"right"	0.602127675355276
"3662"	"2"	"right"	"speed"	"right"	1.04542968684377
"5390"	"2"	"right"	"speed"	"right"	0.458597921719372
"3362"	"2"	"left"	"speed"	"left"	0.611908406537085
"2978"	"2"	"left"	"speed"	"left"	0.478248379436445
"5330"	"2"	"left"	"speed"	"left"	0.44998462159853
"2138"	"2"	"left"	"accuracy"	"left"	0.839768431762776
"4562"	"2"	"left"	"speed"	"right"	0.483590953239863
"4898"	"2"	"left"	"speed"	"left"	0.773433671336723
"1310"	"2"	"right"	"speed"	"right"	0.779939715545862
"686"	"2"	"right"	"speed"	"right"	0.526249294971905
"3722"	"2"	"left"	"accuracy"	"left"	0.820774591164609
"4178"	"2"	"left"	"speed"	"right"	0.709964034959973
"4994"	"2"	"left"	"speed"	"left"	0.849701556274173
"1862"	"2"	"right"	"accuracy"	"right"	0.627105040014022
"242"	"2"	"left"	"speed"	"right"	0.682563154157632
"4946"	"2"	"left"	"speed"	"left"	0.715501949957599
"1166"	"2"	"right"	"speed"	"left"	0.581397724448902
"4046"	"2"	"right"	"speed"	"right"	0.585343469748118
"4850"	"2"	"left"	"speed"	"right"	0.476288553414809
"2210"	"2"	"left"	"speed"	"left"	0.622969183365718
"4622"	"2"	"right"	"speed"	"right"	0.503161102252323
"434"	"2"	"left"	"speed"	"left"	0.51821314354459
"4154"	"2"	"left"	"accuracy"	"left"	0.558565667014391
"1034"	"2"	"left"	"accuracy"	"left"	0.608466216148929
"1790"	"2"	"right"	"speed"	"right"	0.617443839251922
"3686"	"2"	"right"	"accuracy"	"left"	0.508417473452853
"1286"	"2"	"right"	"accuracy"	"right"	1.52463442612031
"4514"	"2"	"left"	"speed"	"left"	0.452670718518446
"2930"	"2"	"left"	"speed"	"left"	0.545804379847118
"5486"	"2"	"right"	"speed"	"left"	0.501071180500938
"5042"	"2"	"left"	"speed"	"left"	0.503701157755096
"4322"	"2"	"left"	"speed"	"right"	0.931447745837801
"1922"	"2"	"left"	"speed"	"left"	0.440926718172688
"4742"	"2"	"right"	"accuracy"	"left"	1.18879910410521
"890"	"2"	"left"	"accuracy"	"right"	0.782953228346112
"5354"	"2"	"left"	"accuracy"	"left"	0.899103038559107
